product_id,category,color,price,sales,date
822,Blouses,red,92.96,0,2026-01-18
850,Blouses,white,78.05,1,2026-01-18
866,Knits,beige,117.79,1,2026-01-18
1081,Dresses,black,39.5,1,2026-01-18
845,Blouses,red,119.35,1,2026-01-18
1082,Dresses,red,117.69,1,2026-01-18
850,Blouses,beige,97.28,0,2026-01-18
836,Blouses,white,40.96,1,2026-01-18
1081,Dresses,blue,92.79,1,2026-01-18
1072,Dresses,blue,71.72,1,2026-01-18
863,Knits,green,31.08,1,2026-01-18
1133,Outerwear,blue,51.36,1,2026-01-18
822,Blouses,green,22.7,1,2026-01-18
861,Knits,blue,54.94,1,2026-01-18
866,Knits,pink,108.4,0,2026-01-18
850,Blouses,pink,65.64,1,2026-01-18
1081,Dresses,pink,82.88,1,2026-01-18
845,Blouses,blue,35.41,0,2026-01-18
836,Blouses,pink,20.6,1,2026-01-18
1078,Dresses,green,63.73,1,2026-01-18
850,Blouses,beige,70.2,1,2026-01-18
861,Knits,pink,29.02,1,2026-01-18
1081,Dresses,pink,66.56,1,2026-01-18
850,Blouses,pink,109.63,1,2026-01-18
863,Knits,white,74.63,1,2026-01-18
845,Blouses,green,33.05,0,2026-01-18
861,Knits,pink,44.69,0,2026-01-18
1133,Outerwear,pink,88.37,1,2026-01-18
861,Knits,beige,75.45,0,2026-01-18
861,Knits,blue,101.47,1,2026-01-18
863,Knits,pink,100.45,1,2026-01-18
822,Blouses,beige,83.75,1,2026-01-18
822,Blouses,white,77.86,0,2026-01-18
863,Knits,blue,34.7,0,2026-01-18
836,Blouses,red,92.08,1,2026-01-18
836,Blouses,pink,33.3,1,2026-01-18
836,Blouses,black,63.17,1,2026-01-18
836,Blouses,blue,119.19,1,2026-01-18
1081,Dresses,red,60.99,1,2026-01-18
861,Knits,green,112.79,0,2026-01-18
1081,Dresses,blue,81.96,1,2026-01-18
836,Blouses,white,82.03,1,2026-01-18
1081,Dresses,white,81.53,1,2026-01-18
1082,Dresses,white,93.09,0,2026-01-18
863,Knits,white,86.55,1,2026-01-18
1072,Dresses,black,101.54,1,2026-01-18
1078,Dresses,white,104.62,1,2026-01-18
850,Blouses,green,45.28,0,2026-01-18
836,Blouses,pink,82.22,1,2026-01-18
861,Knits,beige,101.25,1,2026-01-18
966,Jackets,beige,50.66,1,2026-01-18
1196,Dresses,green,104.12,1,2026-01-18
836,Blouses,pink,58.78,1,2026-01-18
923,Sweaters,beige,117.95,0,2026-01-18
1072,Dresses,white,91.67,1,2026-01-18
1133,Outerwear,white,69.42,1,2026-01-18
1133,Outerwear,green,55.45,1,2026-01-18
966,Jackets,pink,87.5,1,2026-01-18
863,Knits,white,106.39,1,2026-01-18
845,Blouses,red,106.35,1,2026-01-18
1081,Dresses,green,81.42,1,2026-01-18
861,Knits,white,117.78,1,2026-01-18
966,Jackets,black,75.43,1,2026-01-18
845,Blouses,pink,101.67,1,2026-01-18
861,Knits,red,37.24,1,2026-01-18
966,Jackets,green,60.3,1,2026-01-18
836,Blouses,green,87.46,1,2026-01-18
126,Lounge,pink,102.79,1,2026-01-18
1008,Skirts,blue,114.43,1,2026-01-18
829,Blouses,blue,66.13,1,2026-01-18
828,Blouses,white,64.85,1,2026-01-18
1126,Outerwear,black,66.42,1,2026-01-18
1008,Skirts,blue,71.19,1,2026-01-18
829,Blouses,black,103.07,0,2026-01-18
828,Blouses,white,74.35,1,2026-01-18
1008,Skirts,blue,28.39,1,2026-01-18
1011,Skirts,red,56.39,1,2026-01-18
1008,Skirts,green,23.4,1,2026-01-18
1008,Skirts,green,111.04,1,2026-01-18
1008,Skirts,white,59.51,1,2026-01-18
1008,Skirts,pink,100.1,1,2026-01-18
829,Blouses,red,104.47,0,2026-01-18
829,Blouses,white,86.96,1,2026-01-18
829,Blouses,white,98.76,1,2026-01-18
829,Blouses,blue,76.86,1,2026-01-18
1008,Skirts,black,25.93,1,2026-01-18
523,Swim,beige,47.54,0,2026-01-18
829,Blouses,green,57.72,1,2026-01-18
829,Blouses,pink,79.61,1,2026-01-18
1126,Outerwear,pink,53.64,1,2026-01-18
829,Blouses,black,49.52,0,2026-01-18
829,Blouses,black,44.89,1,2026-01-18
1008,Skirts,green,60.43,1,2026-01-18
1126,Outerwear,blue,45.05,1,2026-01-18
829,Blouses,beige,115.5,0,2026-01-18
1020,Skirts,red,69.35,1,2026-01-18
895,Fine gauge,green,88.13,1,2026-01-18
862,Knits,green,64.25,1,2026-01-18
1104,Dresses,red,95.71,1,2026-01-18
670,Sleep,beige,29.31,1,2026-01-18
329,Sleep,red,36.77,1,2026-01-18
670,Sleep,black,116.23,1,2026-01-18
868,Knits,pink,37.5,1,2026-01-18
1020,Skirts,red,31.66,1,2026-01-18
862,Knits,pink,32.49,1,2026-01-18
895,Fine gauge,blue,82.38,1,2026-01-18
895,Fine gauge,white,59.68,1,2026-01-18
1094,Dresses,beige,96.11,0,2026-01-18
895,Fine gauge,black,41.12,1,2026-01-18
895,Fine gauge,red,40.68,1,2026-01-18
1020,Skirts,pink,109.97,1,2026-01-18
895,Fine gauge,pink,106.92,1,2026-01-18
1020,Skirts,blue,63.34,1,2026-01-18
895,Fine gauge,black,116.31,0,2026-01-18
895,Fine gauge,blue,83.46,0,2026-01-18
1020,Skirts,blue,109.3,1,2026-01-18
596,Trend,green,108.97,1,2026-01-18
1094,Dresses,white,116.39,1,2026-01-18
1020,Skirts,green,39.14,1,2026-01-18
895,Fine gauge,white,35.2,1,2026-01-18
895,Fine gauge,red,71.99,0,2026-01-18
895,Fine gauge,white,79.14,1,2026-01-18
1020,Skirts,blue,81.46,1,2026-01-18
1098,Dresses,red,25.4,1,2026-01-18
895,Fine gauge,pink,31.01,1,2026-01-18
862,Knits,green,80.26,1,2026-01-18
1020,Skirts,black,119.32,1,2026-01-18
895,Fine gauge,green,91.07,1,2026-01-18
1020,Skirts,beige,108.21,0,2026-01-18
895,Fine gauge,black,34.78,0,2026-01-18
895,Fine gauge,pink,75.15,1,2026-01-18
895,Fine gauge,green,32.94,0,2026-01-18
895,Fine gauge,white,73.38,1,2026-01-18
828,Blouses,green,112.95,0,2026-01-18
1020,Skirts,white,77.14,0,2026-01-18
862,Knits,green,108.75,1,2026-01-18
1020,Skirts,red,40.37,1,2026-01-18
895,Fine gauge,green,28.85,1,2026-01-18
862,Knits,white,39.58,0,2026-01-18
895,Fine gauge,white,114.0,1,2026-01-18
1020,Skirts,beige,77.44,1,2026-01-18
1075,Dresses,blue,63.19,1,2026-01-18
1104,Dresses,white,62.48,1,2026-01-18
1020,Skirts,blue,93.63,0,2026-01-18
1094,Dresses,red,44.35,1,2026-01-18
305,Swim,blue,75.04,0,2026-01-18
828,Blouses,red,42.21,1,2026-01-18
1094,Dresses,red,56.31,1,2026-01-18
828,Blouses,blue,93.62,1,2026-01-18
895,Fine gauge,beige,20.23,1,2026-01-18
1020,Skirts,green,67.32,1,2026-01-18
895,Fine gauge,red,45.08,1,2026-01-18
647,Lounge,red,63.85,1,2026-01-18
1025,Jeans,black,26.49,1,2026-01-18
1025,Jeans,black,26.11,1,2026-01-18
815,Blouses,blue,64.42,1,2026-01-18
1066,Pants,blue,24.02,1,2026-01-18
840,Blouses,green,63.79,1,2026-01-18
1026,Jeans,green,109.82,1,2026-01-18
840,Blouses,pink,91.86,1,2026-01-18
1066,Pants,pink,68.39,1,2026-01-18
840,Blouses,beige,74.41,0,2026-01-18
1030,Jeans,green,51.75,1,2026-01-18
840,Blouses,white,56.4,1,2026-01-18
1066,Pants,blue,21.17,1,2026-01-18
647,Lounge,red,97.08,1,2026-01-18
1066,Pants,blue,93.7,0,2026-01-18
872,Knits,blue,55.48,1,2026-01-18
840,Blouses,black,51.12,0,2026-01-18
1066,Pants,beige,99.93,1,2026-01-18
647,Lounge,green,26.94,0,2026-01-18
1066,Pants,white,57.33,1,2026-01-18
840,Blouses,green,53.46,1,2026-01-18
1066,Pants,white,105.35,1,2026-01-18
872,Knits,black,118.11,1,2026-01-18
1066,Pants,beige,104.9,1,2026-01-18
1115,Outerwear,red,22.64,1,2026-01-18
1030,Jeans,beige,55.33,1,2026-01-18
1018,Skirts,black,87.96,1,2026-01-18
1026,Jeans,red,75.51,1,2026-01-18
840,Blouses,red,86.2,1,2026-01-18
1066,Pants,beige,85.19,1,2026-01-18
647,Lounge,beige,27.12,1,2026-01-18
840,Blouses,red,32.67,1,2026-01-18
840,Blouses,pink,101.4,1,2026-01-18
840,Blouses,beige,41.99,1,2026-01-18
1018,Skirts,red,42.19,1,2026-01-18
840,Blouses,white,87.89,0,2026-01-18
824,Blouses,white,78.45,1,2026-01-18
1115,Outerwear,white,112.73,1,2026-01-18
840,Blouses,white,31.28,1,2026-01-18
878,Knits,white,57.91,0,2026-01-18
984,Jackets,pink,114.61,1,2026-01-18
1104,Dresses,green,89.84,1,2026-01-18
878,Knits,white,64.97,1,2026-01-18
1104,Dresses,white,112.01,1,2026-01-18
984,Jackets,black,24.82,1,2026-01-18
866,Knits,black,97.5,1,2026-01-18
1104,Dresses,beige,94.73,1,2026-01-18
868,Knits,green,80.42,1,2026-01-18
984,Jackets,beige,70.67,1,2026-01-18
984,Jackets,green,57.89,1,2026-01-18
1104,Dresses,green,77.52,1,2026-01-18
878,Knits,blue,52.17,1,2026-01-18
1182,Knits,green,32.21,1,2026-01-18
868,Knits,green,101.16,1,2026-01-18
868,Knits,white,36.07,1,2026-01-18
868,Knits,black,40.43,1,2026-01-18
565,Trend,green,85.1,1,2026-01-18
984,Jackets,pink,29.59,1,2026-01-18
1104,Dresses,black,99.28,1,2026-01-18
868,Knits,blue,46.56,1,2026-01-18
878,Knits,beige,85.15,1,2026-01-18
868,Knits,black,89.42,1,2026-01-18
1104,Dresses,pink,20.48,1,2026-01-18
868,Knits,beige,41.6,0,2026-01-18
984,Jackets,white,46.05,1,2026-01-18
878,Knits,green,119.76,0,2026-01-18
984,Jackets,green,65.73,1,2026-01-18
984,Jackets,beige,20.86,1,2026-01-18
984,Jackets,red,70.9,1,2026-01-18
1024,Jeans,blue,114.35,1,2026-01-18
984,Jackets,black,103.57,1,2026-01-18
984,Jackets,blue,48.39,1,2026-01-18
1104,Dresses,black,72.31,1,2026-01-18
1024,Jeans,white,89.43,1,2026-01-18
984,Jackets,blue,49.38,1,2026-01-18
1104,Dresses,red,104.59,1,2026-01-18
984,Jackets,black,92.76,1,2026-01-18
1104,Dresses,red,94.66,1,2026-01-18
984,Jackets,beige,88.76,1,2026-01-18
895,Fine gauge,pink,54.03,1,2026-01-18
1104,Dresses,red,92.28,1,2026-01-18
1131,Outerwear,pink,71.86,1,2026-01-18
984,Jackets,white,74.41,1,2026-01-18
1104,Dresses,blue,119.67,1,2026-01-18
831,Blouses,red,20.05,1,2026-01-18
984,Jackets,green,85.58,1,2026-01-18
1104,Dresses,black,55.15,1,2026-01-18
836,Blouses,black,94.54,1,2026-01-18
1089,Dresses,red,110.21,0,2026-01-18
844,Blouses,black,57.11,0,2026-01-18
836,Blouses,pink,63.41,1,2026-01-18
836,Blouses,red,79.65,0,2026-01-18
836,Blouses,white,33.93,1,2026-01-18
836,Blouses,pink,44.25,1,2026-01-18
844,Blouses,beige,63.87,1,2026-01-18
936,Sweaters,green,60.94,1,2026-01-18
895,Fine gauge,pink,117.63,1,2026-01-18
836,Blouses,white,110.29,1,2026-01-18
831,Blouses,black,62.47,1,2026-01-18
844,Blouses,blue,74.89,1,2026-01-18
895,Fine gauge,blue,55.14,1,2026-01-18
1066,Pants,blue,65.69,1,2026-01-18
844,Blouses,pink,107.53,0,2026-01-18
836,Blouses,beige,68.49,1,2026-01-18
836,Blouses,black,98.33,1,2026-01-18
907,Fine gauge,pink,108.88,1,2026-01-18
836,Blouses,beige,57.11,1,2026-01-18
844,Blouses,beige,111.54,0,2026-01-18
1103,Dresses,pink,98.65,1,2026-01-18
866,Knits,beige,90.34,1,2026-01-18
907,Fine gauge,white,74.25,1,2026-01-18
844,Blouses,black,109.98,0,2026-01-18
895,Fine gauge,blue,116.23,1,2026-01-18
895,Fine gauge,beige,90.85,1,2026-01-18
1080,Dresses,beige,37.71,1,2026-01-18
831,Blouses,red,61.48,1,2026-01-18
844,Blouses,red,54.74,1,2026-01-18
844,Blouses,beige,112.67,1,2026-01-18
831,Blouses,blue,113.25,1,2026-01-18
836,Blouses,black,104.37,1,2026-01-18
907,Fine gauge,blue,52.91,1,2026-01-18
844,Blouses,blue,38.57,0,2026-01-18
895,Fine gauge,red,68.68,1,2026-01-18
895,Fine gauge,blue,52.84,1,2026-01-18
907,Fine gauge,beige,62.39,1,2026-01-18
844,Blouses,red,108.79,1,2026-01-18
836,Blouses,black,80.06,0,2026-01-18
844,Blouses,black,107.13,0,2026-01-18
844,Blouses,green,40.86,1,2026-01-18
844,Blouses,red,52.36,1,2026-01-18
936,Sweaters,pink,109.96,0,2026-01-18
907,Fine gauge,beige,86.99,1,2026-01-18
936,Sweaters,blue,38.47,1,2026-01-18
831,Blouses,beige,46.03,0,2026-01-18
907,Fine gauge,black,71.67,1,2026-01-18
862,Knits,red,102.71,0,2026-01-18
836,Blouses,green,53.19,1,2026-01-18
936,Sweaters,white,94.58,1,2026-01-18
895,Fine gauge,beige,93.17,1,2026-01-18
836,Blouses,green,62.99,0,2026-01-18
580,Lounge,beige,56.89,1,2026-01-18
895,Fine gauge,beige,33.55,1,2026-01-18
862,Knits,pink,40.98,1,2026-01-18
862,Knits,beige,115.4,1,2026-01-18
844,Blouses,blue,89.73,1,2026-01-18
836,Blouses,beige,114.08,0,2026-01-18
895,Fine gauge,green,30.76,1,2026-01-18
836,Blouses,blue,54.02,1,2026-01-18
895,Fine gauge,blue,92.3,1,2026-01-18
895,Fine gauge,white,67.64,1,2026-01-18
895,Fine gauge,red,116.75,1,2026-01-18
836,Blouses,green,27.78,1,2026-01-18
859,Knits,pink,41.27,1,2026-01-18
862,Knits,green,87.13,0,2026-01-18
1049,Pants,white,64.22,1,2026-01-18
862,Knits,blue,56.74,1,2026-01-18
1089,Dresses,black,55.35,1,2026-01-18
1089,Dresses,white,82.59,1,2026-01-18
1104,Dresses,white,56.32,0,2026-01-18
127,Lounge,pink,112.54,1,2026-01-18
1104,Dresses,black,69.53,1,2026-01-18
936,Sweaters,green,50.07,1,2026-01-18
902,Fine gauge,pink,99.94,1,2026-01-18
995,Skirts,red,81.16,0,2026-01-18
936,Sweaters,pink,102.9,1,2026-01-18
127,Lounge,white,34.81,1,2026-01-18
1104,Dresses,green,59.57,0,2026-01-18
1086,Dresses,black,71.17,1,2026-01-18
936,Sweaters,green,35.95,1,2026-01-18
746,Intimates,white,29.15,1,2026-01-18
1081,Dresses,pink,88.54,1,2026-01-18
127,Lounge,white,61.28,1,2026-01-18
936,Sweaters,white,46.41,0,2026-01-18
127,Lounge,blue,79.64,0,2026-01-18
1035,Jeans,beige,107.63,1,2026-01-18
902,Fine gauge,beige,85.28,1,2026-01-18
995,Skirts,blue,74.89,1,2026-01-18
1104,Dresses,green,33.12,1,2026-01-18
1089,Dresses,black,80.87,1,2026-01-18
1086,Dresses,black,55.72,0,2026-01-18
902,Fine gauge,blue,44.05,1,2026-01-18
902,Fine gauge,white,52.04,1,2026-01-18
1094,Dresses,black,107.24,1,2026-01-18
1086,Dresses,red,27.25,0,2026-01-18
936,Sweaters,black,117.51,1,2026-01-18
1036,Jeans,blue,74.65,1,2026-01-18
936,Sweaters,white,64.98,1,2026-01-18
1094,Dresses,red,75.8,1,2026-01-18
1094,Dresses,red,111.32,1,2026-01-18
1086,Dresses,blue,24.42,1,2026-01-18
127,Lounge,green,98.06,1,2026-01-18
127,Lounge,beige,103.08,1,2026-01-18
1083,Dresses,beige,42.57,1,2026-01-18
872,Knits,red,26.62,1,2026-01-18
1083,Dresses,white,104.45,0,2026-01-18
831,Blouses,pink,87.7,1,2026-01-18
1080,Dresses,red,78.55,1,2026-01-18
1077,Dresses,white,84.93,1,2026-01-18
872,Knits,white,115.51,1,2026-01-18
964,Jackets,white,72.18,1,2026-01-18
1089,Dresses,green,63.42,1,2026-01-18
872,Knits,beige,115.26,1,2026-01-18
1083,Dresses,white,37.83,1,2026-01-18
829,Blouses,white,66.33,1,2026-01-18
964,Jackets,beige,74.9,1,2026-01-18
1089,Dresses,black,46.59,1,2026-01-18
829,Blouses,blue,90.71,1,2026-01-18
829,Blouses,red,115.62,1,2026-01-18
967,Jackets,beige,84.71,1,2026-01-18
829,Blouses,beige,100.77,1,2026-01-18
829,Blouses,beige,110.57,1,2026-01-18
872,Knits,blue,116.71,1,2026-01-18
872,Knits,black,59.78,1,2026-01-18
149,Lounge,blue,115.9,1,2026-01-18
964,Jackets,white,24.92,1,2026-01-18
1030,Jeans,green,31.28,1,2026-01-18
964,Jackets,green,61.28,1,2026-01-18
1083,Dresses,pink,103.87,0,2026-01-18
872,Knits,black,117.8,1,2026-01-18
872,Knits,pink,87.78,1,2026-01-18
829,Blouses,blue,117.29,1,2026-01-18
872,Knits,red,110.78,1,2026-01-18
964,Jackets,blue,112.31,1,2026-01-18
1089,Dresses,white,37.18,1,2026-01-18
872,Knits,red,30.54,0,2026-01-18
872,Knits,green,112.06,1,2026-01-18
872,Knits,beige,23.19,1,2026-01-18
1077,Dresses,pink,40.42,0,2026-01-18
967,Jackets,pink,81.24,1,2026-01-18
872,Knits,red,78.24,1,2026-01-18
964,Jackets,blue,61.52,1,2026-01-18
872,Knits,green,92.64,1,2026-01-18
234,Swim,blue,78.63,1,2026-01-18
149,Lounge,black,84.1,1,2026-01-18
829,Blouses,green,83.23,1,2026-01-18
829,Blouses,blue,87.12,1,2026-01-18
872,Knits,blue,74.4,1,2026-01-18
872,Knits,green,92.31,1,2026-01-18
850,Blouses,black,94.19,1,2026-01-18
850,Blouses,blue,69.01,0,2026-01-18
724,Intimates,white,83.24,1,2026-01-18
833,Blouses,green,81.65,1,2026-01-18
862,Knits,white,68.07,1,2026-01-18
850,Blouses,red,74.43,1,2026-01-18
1078,Dresses,red,27.15,1,2026-01-18
850,Blouses,red,60.6,1,2026-01-18
1104,Dresses,red,100.66,1,2026-01-18
1078,Dresses,pink,49.4,0,2026-01-18
984,Jackets,blue,89.08,1,2026-01-18
850,Blouses,white,97.76,1,2026-01-18
204,Intimates,green,93.39,1,2026-01-18
1078,Dresses,red,102.63,1,2026-01-18
862,Knits,blue,99.17,0,2026-01-18
1078,Dresses,green,101.07,1,2026-01-18
984,Jackets,beige,27.45,1,2026-01-18
1008,Skirts,black,64.37,1,2026-01-18
841,Blouses,pink,100.87,1,2026-01-18
1104,Dresses,green,99.81,0,2026-01-18
850,Blouses,beige,118.61,1,2026-01-18
1081,Dresses,red,50.88,1,2026-01-18
833,Blouses,blue,87.91,1,2026-01-18
850,Blouses,red,39.33,1,2026-01-18
862,Knits,white,51.76,1,2026-01-18
1078,Dresses,red,98.7,1,2026-01-18
850,Blouses,white,46.55,1,2026-01-18
850,Blouses,black,95.86,1,2026-01-18
831,Blouses,green,112.04,1,2026-01-18
833,Blouses,beige,112.85,1,2026-01-18
984,Jackets,pink,21.96,1,2026-01-18
1078,Dresses,red,33.16,1,2026-01-18
1104,Dresses,blue,94.48,1,2026-01-18
1081,Dresses,white,36.76,1,2026-01-18
833,Blouses,green,86.85,1,2026-01-18
850,Blouses,white,55.03,1,2026-01-18
1078,Dresses,pink,94.05,1,2026-01-18
850,Blouses,red,57.15,0,2026-01-18
1078,Dresses,beige,87.2,0,2026-01-18
850,Blouses,beige,47.02,1,2026-01-18
850,Blouses,green,76.75,1,2026-01-18
1078,Dresses,pink,98.86,1,2026-01-18
948,Sweaters,black,57.74,1,2026-01-18
850,Blouses,pink,43.58,1,2026-01-18
833,Blouses,pink,29.47,1,2026-01-18
1078,Dresses,green,94.12,1,2026-01-18
850,Blouses,beige,26.79,1,2026-01-18
1078,Dresses,green,105.48,1,2026-01-18
1078,Dresses,blue,78.1,1,2026-01-18
850,Blouses,blue,93.94,1,2026-01-18
948,Sweaters,black,64.3,0,2026-01-18
1078,Dresses,beige,52.8,1,2026-01-18
850,Blouses,green,68.9,1,2026-01-18
1081,Dresses,beige,40.93,1,2026-01-18
833,Blouses,black,68.0,1,2026-01-18
1081,Dresses,pink,101.97,1,2026-01-18
850,Blouses,blue,101.95,1,2026-01-18
850,Blouses,pink,24.73,0,2026-01-18
850,Blouses,white,77.33,1,2026-01-18
984,Jackets,beige,65.6,1,2026-01-18
850,Blouses,red,51.98,1,2026-01-18
1104,Dresses,blue,22.85,1,2026-01-18
1104,Dresses,pink,71.43,0,2026-01-18
1104,Dresses,green,27.67,1,2026-01-18
1078,Dresses,pink,37.55,1,2026-01-18
850,Blouses,black,116.1,1,2026-01-18
850,Blouses,green,75.82,1,2026-01-18
984,Jackets,blue,105.38,1,2026-01-18
1078,Dresses,pink,70.4,1,2026-01-18
984,Jackets,white,35.73,1,2026-01-18
850,Blouses,beige,55.4,1,2026-01-18
833,Blouses,pink,42.97,1,2026-01-18
1078,Dresses,red,31.49,1,2026-01-18
850,Blouses,red,22.64,1,2026-01-18
1081,Dresses,white,49.04,1,2026-01-18
984,Jackets,black,27.16,1,2026-01-18
850,Blouses,black,108.52,1,2026-01-18
850,Blouses,red,53.19,1,2026-01-18
1104,Dresses,black,105.1,1,2026-01-18
1078,Dresses,green,113.88,1,2026-01-18
984,Jackets,black,38.07,1,2026-01-18
984,Jackets,pink,118.43,1,2026-01-18
1078,Dresses,beige,53.35,1,2026-01-18
1104,Dresses,green,106.76,1,2026-01-18
984,Jackets,blue,72.18,1,2026-01-18
1078,Dresses,beige,85.97,1,2026-01-18
984,Jackets,green,92.11,1,2026-01-18
833,Blouses,red,66.5,0,2026-01-18
850,Blouses,beige,73.92,1,2026-01-18
1078,Dresses,beige,113.49,0,2026-01-18
1078,Dresses,beige,33.87,1,2026-01-18
984,Jackets,white,34.85,1,2026-01-18
850,Blouses,beige,75.48,1,2026-01-18
1078,Dresses,beige,61.92,1,2026-01-18
984,Jackets,red,119.56,1,2026-01-18
831,Blouses,white,69.04,1,2026-01-18
1086,Dresses,red,113.37,1,2026-01-18
1044,Pants,green,49.03,1,2026-01-18
820,Blouses,pink,80.71,1,2026-01-18
1094,Dresses,white,88.09,1,2026-01-18
1094,Dresses,red,100.12,1,2026-01-18
995,Skirts,green,63.84,1,2026-01-18
1094,Dresses,pink,25.26,1,2026-01-18
1060,Pants,green,56.92,1,2026-01-18
833,Blouses,pink,106.99,0,2026-01-18
1037,Jeans,blue,44.8,1,2026-01-18
875,Knits,white,52.21,1,2026-01-18
875,Knits,blue,23.42,1,2026-01-18
820,Blouses,beige,68.18,1,2026-01-18
1037,Jeans,red,95.12,1,2026-01-18
820,Blouses,green,84.18,1,2026-01-18
1037,Jeans,red,81.61,1,2026-01-18
820,Blouses,beige,69.88,1,2026-01-18
833,Blouses,white,85.49,0,2026-01-18
1094,Dresses,beige,118.35,1,2026-01-18
833,Blouses,blue,43.69,1,2026-01-18
995,Skirts,green,107.12,1,2026-01-18
1094,Dresses,white,60.4,0,2026-01-18
875,Knits,blue,105.54,0,2026-01-18
1037,Jeans,red,64.15,0,2026-01-18
875,Knits,beige,58.85,0,2026-01-18
833,Blouses,blue,40.56,0,2026-01-18
1060,Pants,blue,58.76,0,2026-01-18
1094,Dresses,white,44.58,1,2026-01-18
835,Blouses,red,93.72,1,2026-01-18
1094,Dresses,red,57.07,1,2026-01-18
1094,Dresses,black,63.65,1,2026-01-18
875,Knits,pink,78.56,0,2026-01-18
823,Blouses,black,81.04,1,2026-01-18
835,Blouses,green,79.24,1,2026-01-18
833,Blouses,black,97.7,1,2026-01-18
833,Blouses,red,43.37,1,2026-01-18
820,Blouses,blue,58.17,1,2026-01-18
835,Blouses,white,39.78,1,2026-01-18
1060,Pants,green,94.32,1,2026-01-18
1037,Jeans,white,43.86,1,2026-01-18
820,Blouses,beige,90.54,1,2026-01-18
1079,Dresses,red,23.75,0,2026-01-18
1060,Pants,beige,98.25,1,2026-01-18
875,Knits,beige,51.97,1,2026-01-18
835,Blouses,black,50.81,1,2026-01-18
1078,Dresses,black,79.5,1,2026-01-18
1037,Jeans,pink,88.45,0,2026-01-18
820,Blouses,pink,90.27,1,2026-01-18
1072,Dresses,beige,45.03,1,2026-01-18
1094,Dresses,beige,73.31,1,2026-01-18
833,Blouses,black,88.02,1,2026-01-18
1037,Jeans,black,91.06,1,2026-01-18
1094,Dresses,white,90.27,0,2026-01-18
995,Skirts,white,35.35,0,2026-01-18
252,Swim,blue,81.36,1,2026-01-18
634,Lounge,beige,51.89,1,2026-01-18
